,WELLNUM,DEPTH,GR,NEU,DEN,RMED,RDEP,DTC,PEF,DTS,PHIF,SW,VSH,IF_anomaly_scores,IF_anomaly,SVM_anomaly_scores,SVM_anomaly,LOF_anomaly_scores,LOF_anomaly
4810,2,11270.34,45.0961,0.2007,2.3584,1.2417,0.9698000000000001,79.2293,0.0629,137.0036,0.1666,0.7383,0.2865,0.09319640666703649,1,0.13564908854220903,1,0.3038063198677501,1
4811,2,11270.67,38.6553,0.1953,2.3403,0.8270000000000001,0.8323000000000002,79.7955,0.0584,137.1075,0.177,0.8148,0.2354,0.08932412742101448,1,0.11203051544202935,1,0.13775814098156114,1
4812,2,11271.0,32.3997,0.192,2.3258,0.6995000000000001,0.7653000000000001,80.3617,0.054,137.2113,0.1853,0.8335,0.1857,0.08493877213225232,1,0.0827700039606043,1,0.3053781813556796,1
4813,2,11271.33,29.4697,0.1894,2.3153,0.5838000000000001,0.6903000000000001,80.9328,0.0511,137.3161,0.1913,0.8684,0.1625,0.08437401963081531,1,0.06566101911232636,1,0.27764692672595026,1
4814,2,11271.65,26.9672,0.1871,2.3089,0.5288000000000002,0.6288,81.534,0.05,137.2215,0.1949,0.8864,0.1426,0.07667669951153172,1,0.04979716533637202,1,0.21851657281065173,1
4815,2,11271.98,25.8269,0.1858,2.3061,0.4931,0.5955000000000001,82.1404,0.0507,137.126,0.1965,0.9049,0.1335,0.0725911994965136,1,0.04175082653296158,1,0.2578325606330947,1
4816,2,11272.31,24.3451,0.187,2.3066,0.4575000000000001,0.5572,82.7467,0.0523,137.0305,0.1962,0.931,0.1218,0.06865898228453265,1,0.031062139360301444,1,0.2556516520105283,1
4817,2,11272.64,23.9551,0.1919,2.3085,0.4331,0.5207,83.2009,0.054,136.7713,0.1951,0.9546,0.1187,0.056031082294592305,1,0.02767077975840948,1,0.26988855528496525,1
4818,2,11272.97,24.6468,0.1991,2.3096,0.4185,0.5038,83.646,0.0552,136.5023,0.1945,0.9713,0.1242,0.058608599033239894,1,0.031680176666441184,1,0.250765630972247,1
4819,2,11273.29,24.2372,0.2065,2.3095,0.40610000000000007,0.4813,84.091,0.0556,136.2333,0.1946,0.983,0.1209,0.05524934553372296,1,0.0282205671516067,1,0.247505553433659,1
4820,2,11273.62,24.6488,0.2128,2.309,0.3897,0.4570000000000001,84.3462,0.0544,135.4611,0.1949,0.9988,0.1242,0.04978998108498761,1,0.030475065878817986,1,0.224489756917156,1
4821,2,11273.95,25.2142,0.2168,2.3095,0.3773,0.432,84.5791,0.0515,134.6301,0.1946,1.0,0.1287,0.04627608166825409,1,0.03374648076282938,1,0.2529156860679789,1
4822,2,11274.28,24.2214,0.2176,2.311,0.3733,0.41960000000000003,84.8121,0.0471,133.799,0.1937,1.0,0.1208,0.042454390801862196,1,0.02672703779785479,1,0.20666941836972175,1
4823,2,11274.61,27.1581,0.215,2.3134,0.3687000000000001,0.4058,84.9398,0.0425,133.416,0.1923,1.0,0.1441,0.051743244136527144,1,0.04547134324923263,1,0.2571332813519509,1
4824,2,11274.93,28.2432,0.2115,2.3168,0.36080000000000007,0.3933,85.0486,0.0392,133.1137,0.1904,1.0,0.1527,0.05268110143712018,1,0.051801998194150656,1,0.27644197105963797,1
4825,2,11275.26,29.8925,0.2098,2.321,0.35620000000000007,0.3875,85.1574,0.0385,132.8113,0.188,1.0,0.1658,0.05373776489105503,1,0.06113717136554442,1,0.2598534693175283,1
4826,2,11275.59,30.9824,0.2106,2.3254,0.3516000000000001,0.38210000000000005,85.2033,0.041,132.2058,0.1855,1.0,0.1745,0.05428123062995621,1,0.06703130158018666,1,0.2540641793599421,1
4827,2,11275.92,31.2228,0.2121,2.3285,0.348,0.37960000000000005,85.2333,0.0444,131.5242,0.1837,1.0,0.1764,0.05683015815980208,1,0.06825129518813355,1,0.21635474724932413,1
4828,2,11276.25,31.724,0.21,2.3287,0.3496000000000001,0.3813,85.2633,0.046,130.8426,0.1836,1.0,0.1803,0.06011420380338445,1,0.07087754908093302,1,0.19200461193531804,1
4829,2,11276.58,31.4009,0.2129,2.3262,0.3556,0.38060000000000005,85.138,0.0452,130.3107,0.185,1.0,0.1778,0.05515285334412434,1,0.0693967554932442,1,0.2128203875785737,1
4830,2,11276.9,30.0845,0.2121,2.3216,0.3675,0.3883,84.9613,0.043,129.8283,0.1877,1.0,0.1673,0.05713248722221659,1,0.0625828079864732,1,0.26193652002308565,1
4831,2,11277.23,31.2435,0.21,2.3162,0.3788,0.3965,84.7846,0.0417,129.346,0.1907,1.0,0.1765,0.05380795099852642,1,0.0692675690456781,1,0.258087011121924,1
4832,2,11277.56,30.8192,0.2065,2.3119,0.3865,0.4049,84.3298,0.0431,127.9768,0.1932,1.0,0.1732,0.0624629864196542,1,0.06769384197434647,1,0.2897251595121546,1
4833,2,11277.89,29.7531,0.2021,2.3093,0.39510000000000006,0.4233,83.7577,0.0465,126.2338,0.1947,0.9981,0.1647,0.06767913247037755,1,0.06264233625290672,1,0.30113338229295605,1
4834,2,11278.21,30.7237,0.1969,2.3095,0.416,0.4624,83.1857,0.0504,124.4908,0.1946,0.9797,0.1724,0.07026969064062916,1,0.06895447377303299,1,0.30883063965155566,1
4835,2,11278.54,32.9555,0.1904,2.3116,0.4344,0.49710000000000004,82.2986,0.0526,123.2974,0.1934,0.97,0.1901,0.07954452769487647,1,0.08175859527864304,1,0.31656490639715396,1
4836,2,11278.87,32.7356,0.1831,2.315,0.4601,0.5596,81.2458,0.0521,122.3931,0.1914,0.9541,0.1884,0.08661674737815822,1,0.08188135314549072,1,0.32083070641160827,1
4837,2,11279.2,31.5781,0.1769,2.3196,0.4926,0.6198000000000001,80.1931,0.0495,121.4887,0.1888,0.9371,0.1792,0.08312168408231979,1,0.07693954004639636,1,0.29895206786254447,1
4838,2,11279.53,31.4789,0.1741,2.3264,0.5151000000000001,0.6758,78.9297,0.0457,120.8088,0.1849,0.934,0.1784,0.08674284734322113,1,0.07721219151403602,1,0.3042028901630561,1
4839,2,11279.86,30.8862,0.1749,2.3372,0.5482,0.7556,77.5303,0.0426,120.2739,0.1787,0.9322,0.1737,0.08752613952739596,1,0.0746413309560694,1,0.2782784663388056,1
4840,2,11280.18,30.0674,0.1768,2.3533,0.6031,0.8642,76.1308,0.0427,119.739,0.1695,0.931,0.1672,0.0906544389406228,1,0.07055808859729495,1,0.2398874037794494,1
4841,2,11280.51,29.7858,0.1761,2.3728,0.683,0.9526,74.6681,0.047,119.3862,0.1584,0.9194,0.165,0.09149184122891452,1,0.06905649389386781,1,0.14219824498313116,1
4842,2,11280.84,29.2157,0.1701,2.39,0.9775000000000001,1.2842,73.1557,0.0536,119.1767,0.1486,0.8265,0.1604,0.09142474150394381,1,0.06735019275254217,1,0.2584865075505065,1
4843,2,11281.17,29.7829,0.1592,2.399,1.5836,1.8776999999999997,71.6433,0.0571,118.9672,0.1434,0.6997,0.1649,0.08295196299048452,1,0.07411991827393649,1,0.2972128683081655,1
4844,2,11281.5,29.0709,0.1453,2.399,2.4855,2.4613,70.1962,0.0533,118.1122,0.1434,0.5789,0.1593,0.0678881843507827,1,0.07469459377796284,1,0.141801733522658,1
4845,2,11281.82,28.4643,0.1304,2.3987,4.1439,3.4958999999999993,68.8115,0.0446,116.6405,0.1436,0.4781,0.1545,0.042925912028962454,1,0.08031355441073629,1,0.1853846104316108,1
4846,2,11282.15,30.1176,0.1169,2.4065,5.091999999999999,4.3716,67.4268,0.0357,115.1689,0.1391,0.4575,0.1676,0.02633607529474763,1,0.09395848246356309,1,0.287180905367322,1
4847,2,11282.48,30.2155,0.1033,2.4241,4.8572,4.5243,66.0868,0.0314,113.1596,0.1291,0.4987,0.1684,0.01241485743971421,1,0.09070121280376497,1,0.28551975227759363,1
4848,2,11282.81,30.2292,0.0963,2.4475,3.704,4.3286,64.7984,0.0335,110.5277,0.1157,0.6073,0.1685,0.015611187816080396,1,0.08121091039163275,1,0.2630160884614774,1
4849,2,11283.14,31.1261,0.092,2.4706,2.6604,3.8614,63.5101,0.0401,107.8959,0.1025,0.7592,0.1756,0.025992352396685292,1,0.0759329230942285,1,0.16554780809645386,1
4850,2,11283.46,30.9732,0.0895,2.4895,2.3004999999999995,3.6689999999999996,62.3693,0.0486,105.6687,0.0917,0.8713,0.1744,0.027797210512260417,1,0.06929487217757924,1,0.04033003110736888,1
4851,2,11283.79,30.5135,0.088,2.5024,2.3283,3.7789,61.4361,0.0549,104.0111,0.0843,0.9182,0.1707,0.021014465586646047,1,0.06423583762204998,1,-0.002508940149708261,-1
4852,2,11284.12,32.2983,0.0873,2.508,2.6582999999999997,4.6002,60.503,0.0562,102.3536,0.0811,0.886,0.1849,0.005937546351854506,1,0.07421106487424822,1,-0.07018679058152011,-1
4853,2,11284.45,31.27,0.0868,2.509,3.9716,6.0233,59.7513,0.0528,101.1024,0.0806,0.7553,0.1767,-0.009261777164477958,-1,0.07602490111162297,1,-0.022392469289586714,-1
4854,2,11284.78,30.3897,0.0838,2.5097,5.8036,7.8492999999999995,59.3118,0.0467,100.5511,0.0802,0.6339,0.1698,-0.042456474801418786,-1,0.08189217979713703,1,0.0838785370147681,1
4855,2,11285.11,30.3571,0.0838,2.5165,11.442100000000002,10.756099999999998,58.8724,0.0419,99.9998,0.0763,0.511,0.1695,-0.06696940932654538,-1,0.10770102949993543,1,0.08116883260407248,1
4856,2,11285.43,29.931,0.0837,2.5328,16.32370000000001,12.127000000000002,58.7087,0.0413,99.7213,0.067,0.4961,0.1661,-0.07974311422614999,-1,0.12151712111688084,1,0.11774826228289226,1
4857,2,11285.76,28.7462,0.0841,2.5564,17.304299999999998,11.233200000000009,59.1324,0.0452,100.0241,0.0535,0.5711,0.1567,-0.0808681165379822,-1,0.11832121563156761,1,0.10341419784527783,1
4858,2,11286.09,30.3044,0.0855,2.5816,19.935800000000004,10.2041,59.5562,0.0523,100.327,0.0391,0.696,0.1691,-0.07427252212831092,-1,0.13387120849847634,1,0.21112878483670872,1
4859,2,11286.42,27.8948,0.0883,2.6024,18.273600000000002,8.997399999999997,60.1963,0.0603,100.8787,0.0272,0.9554,0.15,-0.06517701987859681,-1,0.1172905339846011,1,0.13642780476308447,1
4860,2,11286.75,27.6858,0.093,2.6151,11.6213,7.415099999999999,61.4176,0.0678,102.0984,0.02,1.0,0.1483,-0.04310833471887865,-1,0.09787828601668025,1,0.1526265709270611,1
4861,2,11287.07,27.9471,0.0992,2.6187,8.397799999999997,5.9597,62.6388,0.0737,103.3182,0.02,1.0,0.1504,-0.012518993900382913,-1,0.08788321820247802,1,0.1176759316596121,1
4862,2,11287.4,29.0577,0.1063,2.613,7.8206,5.3816,64.0114,0.0777,104.8009,0.0211,1.0,0.1592,-0.004735075472530048,-1,0.09476882838930578,1,0.21777239371926949,1
4863,2,11287.73,29.7077,0.1148,2.599,9.893,5.3988,65.9103,0.0803,107.1975,0.0291,1.0,0.1643,0.003494874914121038,1,0.11220688373134635,1,0.18284230880137597,1
4864,2,11288.06,28.7325,0.1245,2.5757,14.560499999999998,5.722199999999999,67.8092,0.0809,109.594,0.0425,0.7311,0.1566,-0.005338843864463039,-1,0.12803029092196994,1,-0.009255846482784769,-1
4865,2,11288.39,27.555,0.1384,2.5468,16.679400000000005,5.9159,69.7233,0.0801,112.088,0.059,0.5413,0.1473,-0.005426468361368952,-1,0.13090058887519262,1,-0.03299675168960747,-1
4866,2,11288.71,27.3221,0.1507,2.514,15.7468,5.9852,71.7088,0.0782,115.0398,0.0777,0.448,0.1454,0.00551719190005473,1,0.12978687309635006,1,-0.15639485032089695,-1
4867,2,11289.04,25.9958,0.1659,2.4797,15.274399999999996,6.1143,73.6943,0.0762,117.9916,0.0973,0.3789,0.1349,-0.0008438189845169086,-1,0.12229093252551593,1,-0.11069433584598665,-1
4868,2,11289.37,26.1159,0.1759,2.444,16.346200000000003,6.3382,75.5716,0.0729,120.8922,0.1177,0.3214,0.1358,-0.0039367151204158235,-1,0.1276365320951527,1,-0.16420402529170786,-1
4869,2,11289.7,26.8005,0.1787,2.4089,14.532300000000003,6.160699999999999,76.7078,0.0669,123.4422,0.1378,0.3009,0.1413,0.0007264052704738511,1,0.1266679456834936,1,-0.295824355924716,-1
4870,2,11290.03,27.2562,0.1833,2.3803,11.403099999999998,5.343999999999999,77.8441,0.059,125.9923,0.1541,0.2937,0.1449,0.013086917541027254,1,0.11730694564425903,1,-0.4692106233881259,-1
4871,2,11290.35,28.8609,0.1831,2.3625,18.463699999999985,5.3028,78.9487,0.0522,128.3384,0.1643,0.2317,0.1576,0.0020789677128169037,1,0.14803039500941395,1,-0.16824472248379263,-1
4872,2,11290.68,29.721,0.1835,2.3565,27.450800000000005,5.658100000000001,79.6866,0.0486,128.32,0.1677,0.1978,0.1645,-0.004009510056259491,-1,0.16600935258463778,1,-0.42827772885477633,-1
4873,2,11291.01,30.0926,0.1854,2.3572,29.852,5.922100000000001,80.4246,0.0473,128.3017,0.1673,0.1934,0.1674,-0.009666335011741078,-1,0.1688246999152625,1,-0.46430387691516306,-1
4874,2,11291.34,32.3232,0.1878,2.3596,26.762100000000004,6.205099999999999,81.1397,0.0467,128.3246,0.1659,0.2056,0.1851,-0.008948349089609064,-1,0.17982616140545815,1,-0.5532589914745096,-1
4875,2,11291.67,31.2102,0.1888,2.3619,20.42849999999999,6.174,81.1525,0.0461,129.6175,0.1646,0.2312,0.1763,-0.005258524140786314,-1,0.1658570360370959,1,-0.2711881024361191,-1
4876,2,11292.0,30.6103,0.1851,2.3657,14.322499999999993,5.7151000000000005,81.1652,0.0465,130.9104,0.1625,0.2699,0.1715,0.011751256015442968,1,0.14628870165802255,1,-0.611081993213648,-1
4877,2,11292.32,31.3553,0.1877,2.3731,9.856799999999998,4.970799999999999,81.1779,0.0489,132.2032,0.1582,0.3216,0.1774,0.020977620362539307,1,0.13275573307123523,1,-0.6480514961967185,-1
4878,2,11292.65,31.402,0.1896,2.3827,6.547299999999999,3.9737,80.7437,0.0531,132.1467,0.1527,0.3907,0.1778,0.03144488176491794,1,0.1166462108747055,1,-0.7078527833437114,-1
4879,2,11292.98,33.4667,0.194,2.3899,4.304399999999999,3.0961,80.3019,0.0571,132.0674,0.1486,0.4726,0.1942,0.043227685130303284,1,0.11430786005814753,1,-0.27807425993484713,-1
4880,2,11293.31,33.9382,0.1981,2.3908,3.3419,2.5618999999999996,79.8602,0.0597,131.9881,0.1481,0.5288,0.1979,0.04219774693657513,1,0.11042243175427302,1,-0.05248553443284365,-1
4881,2,11293.63,34.879,0.1995,2.3841,2.2180999999999997,2.0536999999999996,79.6597,0.0606,131.996,0.1519,0.6134,0.2054,0.05919119634539738,1,0.10746509091143253,1,0.2343379987143932,1
4882,2,11293.96,35.3119,0.1985,2.3729,1.5191,1.6995,79.4759,0.0602,132.01,0.1583,0.6931,0.2088,0.07502573778998611,1,0.10460876225363336,1,0.30164095081689346,1
4883,2,11294.29,35.1075,0.1967,2.3611,1.0765999999999998,1.4022,79.2922,0.0588,132.024,0.1651,0.7657,0.2072,0.0854877859807095,1,0.10037369087763182,1,0.30049720326424056,1
4884,2,11294.62,36.0057,0.195,2.3506,0.9501000000000001,1.3138,79.5001,0.0569,130.7729,0.1711,0.7764,0.2143,0.08705890204650674,1,0.1033311214700916,1,0.288869149817347,1
4885,2,11294.95,37.1041,0.1934,2.3417,1.0655999999999999,1.3181999999999998,79.7577,0.0553,129.3614,0.1762,0.7236,0.223,0.08958966753147324,1,0.1086034238397815,1,0.2365659200130661,1
4886,2,11295.28,36.9164,0.1917,2.3345,1.2585,1.3417999999999999,80.0153,0.0543,127.9498,0.1803,0.6654,0.2216,0.08631554594810126,1,0.10888501743409051,1,0.2654082986832029,1
